item_id,word,word_clean,word_english,category,category_english,questionnaire,raw_column_8_18,raw_column_19_36,is_duplicate_raw_column,notes,in_8_18,in_19_36
item_0657,बहुत,बहुत,very/much,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,बहुत .1,True,,False,True
item_0658,लगभग,लगभग,approximately,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,लगभग ,False,,False,True
item_0659,सभी,सभी,all,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,सभी ,False,,False,True
item_0660,समान,समान,same,परिमाणक और निर्धारक,quantifiers and determiners,19_36,,समान ,False,,False,True
item_0661,अगर,अगर,if,शब्दों को जोड़ना,connecting words,19_36,,अगर ,False,,False,True
item_0662,और,और,and,शब्दों को जोड़ना,connecting words,19_36,,और ,False,,False,True
item_0663,क्योंकि,क्योंकि,because,शब्दों को जोड़ना,connecting words,19_36,,क्योंकि ,False,,False,True
item_0664,तब,तब,then,शब्दों को जोड़ना,connecting words,19_36,,तब .1,True,,False,True
item_0665,बिना,बिना,without,शब्दों को जोड़ना,connecting words,19_36,,बिना ,False,,False,True
item_0666,लेकिन,लेकिन,but,शब्दों को जोड़ना,connecting words,19_36,,लेकिन ,False,,False,True
item_0667,धन्यवाद,धन्यवाद,thank you,सामाजिक शर्तें एवं अन्य,social terms and other,8_18;19_36,धन्यवाद,धन्यवाद,False,,True,True
item_0668,नमस्ते,नमस्ते,hello/namaste,सामाजिक शर्तें एवं अन्य,social terms and other,8_18;19_36,नमस्ते ,नमस्ते ,False,,True,True
item_0669,बाय-बाय,बाय-बाय,bye-bye,सामाजिक शर्तें एवं अन्य,social terms and other,8_18;19_36,बाय-बाय,बाय-बाय,False,,True,True
item_0670,एक साथ,एक साथ,together,सामाजिक शर्तें एवं अन्य,social terms and other,19_36,,एक साथ ,False,,False,True
item_0671,स्वागत है,स्वागत है,welcome,सामाजिक शर्तें एवं अन्य,social terms and other,19_36,,स्वागत है,False,,False,True
item_0672,रखना,रखना,,,,8_18,रखना .1,,True,,True,False
item_0673,खिड़की,खिड़की,,,,19_36,,खिड़की .1,True,,False,True
item_0674,बाथरूम,बाथरूम,,,,19_36,,बाथरूम .1,True,,False,True
item_0675,गाना,गाना,,,,19_36,,गाना .1,True,,False,True
item_0676,रेंगना,रेंगना,,,,19_36,,रेंगना .1,True,,False,True
item_0677,हर (सभी ),हर (सभी ),,,,19_36,,हर (सभी ),False,,False,True
